Block Name,Component Name,Component Count,Source File
DisplayName_Block_Armor2x1SlopedSideBasePanelHeavy,SteelPlate,2,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1SlopedSideBasePanelHeavy,CarbonPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1SlopedSideBasePanelHeavy,MetalGrid,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1SlopedSideBasePanelHeavy,SteelPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1SlopedSideTipPanelHeavy,SteelPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1SlopedSideTipPanelHeavy,CarbonPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1SlopedSideTipPanelHeavy,MetalGrid,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1SlopedSideTipPanelHeavy,SteelPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1SlopedSideBasePanelHeavyInv,SteelPlate,2,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1SlopedSideBasePanelHeavyInv,CarbonPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1SlopedSideBasePanelHeavyInv,MetalGrid,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1SlopedSideBasePanelHeavyInv,SteelPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1SlopedSideTipPanelHeavyInv,SteelPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1SlopedSideTipPanelHeavyInv,CarbonPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1SlopedSideTipPanelHeavyInv,MetalGrid,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1SlopedSideTipPanelHeavyInv,SteelPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorHalfSlopedPanelHeavy,SteelPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorHalfSlopedPanelHeavy,CarbonPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorHalfSlopedPanelHeavy,MetalGrid,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorHalfSlopedPanelHeavy,SteelPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1HalfSlopedPanelHeavy,SteelPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1HalfSlopedPanelHeavy,CarbonPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1HalfSlopedPanelHeavy,MetalGrid,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1HalfSlopedPanelHeavy,SteelPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1HalfSlopedTipPanelHeavy,SteelPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1HalfSlopedTipPanelHeavy,CarbonPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1HalfSlopedTipPanelHeavy,MetalGrid,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1HalfSlopedTipPanelHeavy,SteelPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1HalfSlopedPanelHeavyInv,SteelPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1HalfSlopedPanelHeavyInv,CarbonPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1HalfSlopedPanelHeavyInv,MetalGrid,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1HalfSlopedPanelHeavyInv,SteelPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1HalfSlopedTipPanelHeavyInv,SteelPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1HalfSlopedTipPanelHeavyInv,CarbonPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1HalfSlopedTipPanelHeavyInv,MetalGrid,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_Armor2x1HalfSlopedTipPanelHeavyInv,SteelPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundLight,SteelPlate,5,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundLight,SteelPlate,3,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundCornerLight,SteelPlate,4,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundCornerLight,SteelPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundLight,SteelPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundCornerLight,SteelPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundHeavy,SteelPlate,16,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundHeavy,CarbonPlate,8,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundHeavy,MetalGrid,8,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundHeavy,SteelPlate,8,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundCornerHeavy,SteelPlate,10,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundCornerHeavy,CarbonPlate,5,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundCornerHeavy,MetalGrid,5,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundCornerHeavy,SteelPlate,5,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundHeavy,SteelPlate,2,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundHeavy,CarbonPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundHeavy,MetalGrid,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundHeavy,SteelPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundCornerHeavy,SteelPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundCornerHeavy,CarbonPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundCornerHeavy,MetalGrid,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundCornerHeavy,SteelPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundFaceLight,SteelPlate,3,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundFaceLight,SteelPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundInvertedCornerLight,SteelPlate,4,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundInvertedCornerLight,SteelPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundFaceHeavy,SteelPlate,8,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundFaceHeavy,MetalGrid,4,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundFaceHeavy,SteelPlate,4,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundInvertedCornerHeavy,SteelPlate,10,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundInvertedCornerHeavy,MetalGrid,5,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundInvertedCornerHeavy,SteelPlate,5,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundFaceLight,SteelPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundInvertedCornerLight,SteelPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundFaceHeavy,SteelPlate,2,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundFaceHeavy,MetalGrid,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundFaceHeavy,SteelPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundInvertedCornerHeavy,SteelPlate,2,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundInvertedCornerHeavy,MetalGrid,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
DisplayName_Block_ArmorPanelRoundInvertedCornerHeavy,SteelPlate,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPanels.sbc
3x1x1 Heavy Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
3x1x1 Heavy Armor,SteelPlate,405,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
3x1x1 Heavy Armor,MetalGrid,150,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
3x1x1 Heavy Armor,SteelPlate,45,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
3x1x1 Heavy Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
3x1x1 Light Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
3x1x1 Light Armor,SteelPlate,60,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
3x1x1 Light Armor,SteelPlate,15,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
3x1x1 Light Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
3x3x1 Heavy Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
3x3x1 Heavy Armor,SteelPlate,1215,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
3x3x1 Heavy Armor,MetalGrid,450,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
3x3x1 Heavy Armor,SteelPlate,135,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
3x3x1 Heavy Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
3x3x1 Light Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
3x3x1 Light Armor,SteelPlate,180,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
3x3x1 Light Armor,SteelPlate,45,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
3x3x1 Light Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
4x1x1 Heavy Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
4x1x1 Heavy Armor,SteelPlate,540,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
4x1x1 Heavy Armor,MetalGrid,200,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
4x1x1 Heavy Armor,SteelPlate,60,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
4x1x1 Heavy Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
4x1x1 Light Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
4x1x1 Light Armor,SteelPlate,80,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
4x1x1 Light Armor,SteelPlate,20,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
4x1x1 Light Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
4x4x1 Heavy Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
4x4x1 Heavy Armor,SteelPlate,2160,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
4x4x1 Heavy Armor,MetalGrid,800,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
4x4x1 Heavy Armor,SteelPlate,240,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
4x4x1 Heavy Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
4x4x1 Light Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
4x4x1 Light Armor,SteelPlate,320,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
4x4x1 Light Armor,SteelPlate,80,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
4x4x1 Light Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
5x1x1 Heavy Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
5x1x1 Heavy Armor,SteelPlate,675,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
5x1x1 Heavy Armor,MetalGrid,250,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
5x1x1 Heavy Armor,SteelPlate,75,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
5x1x1 Heavy Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
5x1x1 Light Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
5x1x1 Light Armor,SteelPlate,100,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
5x1x1 Light Armor,SteelPlate,25,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
5x1x1 Light Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
5x5x1 Heavy Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
5x5x1 Heavy Armor,SteelPlate,3375,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
5x5x1 Heavy Armor,MetalGrid,1250,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
5x5x1 Heavy Armor,SteelPlate,375,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
5x5x1 Heavy Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
5x5x1 Light Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
5x5x1 Light Armor,SteelPlate,500,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
5x5x1 Light Armor,SteelPlate,125,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
5x5x1 Light Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
6x1x1 Heavy Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
6x1x1 Heavy Armor,SteelPlate,810,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
6x1x1 Heavy Armor,MetalGrid,300,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
6x1x1 Heavy Armor,SteelPlate,90,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
6x1x1 Heavy Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
6x1x1 Light Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
6x1x1 Light Armor,SteelPlate,120,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
6x1x1 Light Armor,SteelPlate,30,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
6x1x1 Light Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
6x6x1 Heavy Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
6x6x1 Heavy Armor,SteelPlate,4860,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
6x6x1 Heavy Armor,MetalGrid,1800,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
6x6x1 Heavy Armor,SteelPlate,540,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
6x6x1 Heavy Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
6x6x1 Light Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
6x6x1 Light Armor,SteelPlate,720,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
6x6x1 Light Armor,SteelPlate,180,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
6x6x1 Light Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
3x1x1 Heavy Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
3x1x1 Heavy Armor,SteelPlate,18,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
3x1x1 Heavy Armor,MetalGrid,12,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
3x1x1 Heavy Armor,SteelPlate,12,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
3x1x1 Heavy Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
3x1x1 Light Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
3x1x1 Light Armor,SteelPlate,3,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
3x1x1 Light Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
3x3x1 Heavy Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
3x3x1 Heavy Armor,SteelPlate,27,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
3x3x1 Heavy Armor,MetalGrid,18,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
3x3x1 Heavy Armor,SteelPlate,18,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
3x3x1 Heavy Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
3x3x1 Light Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
3x3x1 Light Armor,SteelPlate,9,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
3x3x1 Light Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
4x1x1 Heavy Armor,FuseComponents,1,./data/modded/rebels-games-modded-blocks\3000136372\Data\CubeBlocks\CubeBlocks_ArmorPlates.sbc
